ArticleId,Name_x,Address,District,Institution Type,Women,Minority,Random,Name_y,State,Programme,University,Level of Course,Course,Shift,FullTime/PartTime,Intake,Enrollment,Placement
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,90,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,45,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,COMMUNICATION SYSTEMS,1st Shift,FULL TIME,9,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,COMPUTER SCIENCE & ENGINEERING,1st Shift,FULL TIME,18,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,PRODUCTION AND INDUSTRIAL ENGINEERING,1st Shift,FULL TIME,9,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,VLSI,1st Shift,FULL TIME,9,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,1st Shift,FULL TIME,120,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,MANAGEMENT,"ITM University , Gwalior",POST GRADUATE,MBA,1st Shift,FULL TIME,120,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,MCA,"ITM University , Gwalior",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,1st Shift,FULL TIME,60,,
1-7001973221,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,"UMARIA, NEAR RAU, INDORE",INDORE,Private-Self Financing,N,N,1-10279691,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,18,,
1-7001973221,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,"UMARIA, NEAR RAU, INDORE",INDORE,Private-Self Financing,N,N,1-10279691,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,STRUCTURAL ENGINEERING,1st Shift,FULL TIME,30,,
1-7001973221,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,"UMARIA, NEAR RAU, INDORE",INDORE,Private-Self Financing,N,N,1-10279691,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,90,,
1-7001973221,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,"UMARIA, NEAR RAU, INDORE",INDORE,Private-Self Financing,N,N,1-10279691,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,120,,
1-7001973221,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,"UMARIA, NEAR RAU, INDORE",INDORE,Private-Self Financing,N,N,1-10279691,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001973221,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,"UMARIA, NEAR RAU, INDORE",INDORE,Private-Self Financing,N,N,1-10279691,SUSHILA DEVI BANSAL COLLEGE OF ENGINEERING,Madhya Pradesh,MANAGEMENT,"Devi Ahilya Vishwavidyalaya, Indore",POST GRADUATE,MBA,1st Shift,FULL TIME,60,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,CEMENT TECHNOLOGY,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,CIVIL ENGINEERING,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,MECHANICAL ENGINEERING,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,MINING & MINE SURVEYING,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,18,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,ENERGY TECHNOLOGY,1st Shift,FULL TIME,18,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,AGRICULTURAL TECHNOLOGY,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,FIRE TECHNOLOGY & SAFETY,1st Shift,FULL TIME,45,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,120,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MINING ENGINEERING,1st Shift,FULL TIME,60,,
1-7002141975,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",SATNA,Private-Self Financing,N,N,1-12200161,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,MANAGEMENT,"Awadhesh Pratap Singh University, Rewa",POST GRADUATE,MBA,1st Shift,FULL TIME,45,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,18,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,DIGITAL COMMUNICATIONS,1st Shift,FULL TIME,18,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,ENERGY TECHNOLOGY,1st Shift,FULL TIME,24,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,STRUCTURAL ENGINEERING,1st Shift,FULL TIME,18,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,THERMAL ENGINEERING,1st Shift,FULL TIME,18,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,90,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,180,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,1st Shift,FULL TIME,60,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,60,,
1-7002183498,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,"KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,Private-Self Financing,N,N,1-5511241,TRUBA INSTITUTE OF ENGINEERING & INFORMATION TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,120,,
1-7002201255,COLLEGE OF ENGINEERING,"INDORE BYPASS ROAD ARANDIYA, POST JHALARIYA",INDORE,Private-Self Financing,N,N,1-6229334,COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam University, Indore, Madhya Pradesh",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,24,,
1-7002201255,COLLEGE OF ENGINEERING,"INDORE BYPASS ROAD ARANDIYA, POST JHALARIYA",INDORE,Private-Self Financing,N,N,1-6229334,COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam University, Indore, Madhya Pradesh",POST GRADUATE,DIGITAL COMMUNICATIONS,1st Shift,FULL TIME,24,,
1-7002201255,COLLEGE OF ENGINEERING,"INDORE BYPASS ROAD ARANDIYA, POST JHALARIYA",INDORE,Private-Self Financing,N,N,1-6229334,COLLEGE OF ENGINEERING,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam University, Indore, Madhya Pradesh",POST GRADUATE,POWER SYSTEMS,1st Shift,FULL TIME,18,,
